,carros,price,link
25,Mercedes-benz Clase Gla 1.6,91500000,https://carro.mercadolibre.com.co/MCO-1371488361-mercedes-benz-gla-200-16-2016-_JM#position=26&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
26,Ford Fusion 2.0 Titanium,62800000,https://carro.mercadolibre.com.co/MCO-2094548492-ford-fusion-20-titanium-2016-_JM#position=27&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
27,Audi Q7 3.0 Tfsi Quattro Progressive,169000000,https://carro.mercadolibre.com.co/MCO-2094470392-audi-q7-30-tfsi-quattro-progressive-2019-_JM#position=28&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
28,Mazda Cx-30 2.5 Grand Touring Lx 4x4,110000000,https://carro.mercadolibre.com.co/MCO-1371506643-mazda-cx-30-grand-touring-lx-4x4-_JM#position=29&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
29,Bmw Serie 3 2.3 323i E30,52500000,https://carro.mercadolibre.com.co/MCO-1371315755-bmw-323i-serie-3-_JM#position=30&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
30,Jeep Renegade 1.8,69900000,https://carro.mercadolibre.com.co/MCO-2093264476-jeep-renegade-_JM#position=31&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
31,Volkswagen Saveiro 1.6 Cabina Sencilla,45500000,https://carro.mercadolibre.com.co/MCO-1371203655-volkswagen-saveiro-_JM#position=32&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
32,Audi A4 2.0 Tfsi Ambition,198000000,https://carro.mercadolibre.com.co/MCO-1371152275-audi-a4-20-tfsi-ambition-_JM#position=33&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
33,Mercedes-benz Clase Cla 1.6 Limited Plus,68000000,https://carro.mercadolibre.com.co/MCO-2093277242-mercedes-benz-clase-cla-16-_JM#position=34&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
34,Volkswagen New Jetta 2.5 Comfortline,37500000,https://carro.mercadolibre.com.co/MCO-2090385524-volkswagen-new-jetta-25-comfortline-_JM#position=35&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
35,Bmw Serie 5 2.0 530i G30,180000000,https://carro.mercadolibre.com.co/MCO-1370870279-bmw-serie-5-20-530i-g30-_JM#position=36&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
36,Mercedes-benz Clase Cla 1.6 Cla 180,100000000,https://carro.mercadolibre.com.co/MCO-1370938751-mercedes-benz-clase-cla-16-cla-180-_JM#position=37&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
37,Renault Megane 2 2.0,26900000,https://carro.mercadolibre.com.co/MCO-2093167840-renault-megane-20-2008-_JM#position=38&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
38,Volkswagen Gol 1.6 Trendline,38000000,https://carro.mercadolibre.com.co/MCO-1370576305-volkswagen-gol-trendline-16-2018-_JM#position=39&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
39,Hyundai Creta 1.6 Premium,75000000,https://carro.mercadolibre.com.co/MCO-2116540458-hyundai-creta-16-premium-2020-_JM#position=40&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
40,Volvo S60 1.6 T4 Premium,54000000,https://carro.mercadolibre.com.co/MCO-1370656631-volvo-s60-t4-premium-16-2012-_JM#position=41&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
41,Jeep Cherokee 3.2 Longitude Plus,81000000,https://carro.mercadolibre.com.co/MCO-2089224158-jeep-cherokee-longitude-plus-_JM#position=42&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
42,Hyundai Accent 1.6 Advance,67000000,https://carro.mercadolibre.com.co/MCO-2089262778-hyundai-accent-advance-16-_JM#position=43&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
43,Toyota Land Cruiser 4.5 Fzj73,67000000,https://carro.mercadolibre.com.co/MCO-2103441590-toyota-land-cruiser-fzj73-_JM#position=44&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
44,Subaru Legacy 2.0l 4wd 5 P,17900000,https://carro.mercadolibre.com.co/MCO-1370703071-subaru-legacy-1993-_JM#position=45&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
45,Dfm/dfsk Van Carga 1.3 Eq5021xxxyf,34500000,https://carro.mercadolibre.com.co/MCO-2092492456-dfsk-xxyf-13-2016-_JM#position=46&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
46,Chevrolet Onix 1.0 Rs,65900000,https://carro.mercadolibre.com.co/MCO-2093198322-chevrolet-onix-rs-2022-_JM#position=47&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
47,Peugeot 2008 1.6 Active,82000000,https://carro.mercadolibre.com.co/MCO-1370714157-peugeot-2008-16-active-2022-_JM#position=48&search_layout=grid&type=item&tracking_id=fd19de76-7475-4d3b-a43e-71831ee5a481
0,Nissan Tiida 1.8 Premium 4 P,29000000,https://carro.mercadolibre.com.co/MCO-1371425059-nissan-tiida-18-2011-_JM#position=1&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
1,Nissan Versa 1.6 Advance,72000000,https://carro.mercadolibre.com.co/MCO-1370624279-nissan-versa-advance-2022-_JM#position=2&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
2,Mercedes-benz Clase B B 180,41500000,https://carro.mercadolibre.com.co/MCO-1370693509-mercedez-benz-b-180-2012-_JM#position=3&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
3,Renault Duster 2.0 Dynamique 4x2,47500000,https://carro.mercadolibre.com.co/MCO-1370524605-renault-duster-_JM#position=4&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
4,Ford Escape 2.0 Titanium,102000000,https://carro.mercadolibre.com.co/MCO-1370635205-ford-escape-_JM#position=5&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
5,Nissan Xtrail 2.5 Advance 4x2,75000000,https://carro.mercadolibre.com.co/MCO-1370590233-nissan-xtrail-advance-25-4x2-_JM#position=6&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
6,Toyota Prado 3.4 Vx,62000000,https://carro.mercadolibre.com.co/MCO-1370900243-toyota-prado-34-vx-_JM#position=7&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
7,Mazda 626 1.6 L Nueva Raza,10900000,https://carro.mercadolibre.com.co/MCO-2102463964-mazda-626-18-l-nueva-raza-direccion-hidraulica-mecanico-_JM#position=8&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
8,Mercedes-benz Clase Glc 2.0 4matic,240000000,https://carro.mercadolibre.com.co/MCO-1371427131-mercedez-benz-glc-300-e-20-_JM#position=9&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
9,Volkswagen Virtus 1.6 Highline,82000000,https://carro.mercadolibre.com.co/MCO-1370670913-volkswagen-virtus-highline-16-_JM#position=10&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
10,Toyota Hilux 2.4 Diesel 4x4 Mt 2023,206000000,https://carro.mercadolibre.com.co/MCO-1370609281-toyota-hilux-24-diesel-4x4-mt-2023-_JM#position=11&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
11,Mitsubishi Asx 2.0 4x4 Full Equipo 4wd,70000000,https://carro.mercadolibre.com.co/MCO-1370689419-mitsubishi-asx-20-4x4-full-equipo-_JM#position=12&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
12,Renault Kangoo Van Carga,34500000,https://carro.mercadolibre.com.co/MCO-1372908669-renault-kangoo-vu-van-varga-_JM#position=13&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
13,Nissan March 1.6 Sense Automatico,51500000,https://carro.mercadolibre.com.co/MCO-1370906253-nissan-march-16-sense-at-2021-_JM#position=14&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
14,Renault Stepway 1.6 Intens Mecanica,48500000,https://carro.mercadolibre.com.co/MCO-2118911934-renault-stepway-intens-16-_JM#position=15&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
15,Chevrolet Sail 1.4 Ltz,31500000,https://carro.mercadolibre.com.co/MCO-2089276282-chevrolet-sail-_JM#position=16&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
16,Chevrolet Tracker 1.8 Ls,55000000,https://carro.mercadolibre.com.co/MCO-1370680565-chevrolet-tracker-ls-at-mcm-modelo-2019-_JM#position=17&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
17,Kia Sportage 2.0 Desire,134500000,https://carro.mercadolibre.com.co/MCO-2110284528-kia-sportage-desire-20-2023-_JM#position=18&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
18,Dodge Journey 2.4 Se Fl,77000000,https://carro.mercadolibre.com.co/MCO-1370703281-dodge-journey-se-_JM#position=19&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
19,Ssangyong Korando 2.0i C Gasgasol 4x2,53000000,https://carro.mercadolibre.com.co/MCO-2089791508-ssangyong-korando-c-_JM#position=20&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
20,Ford Ecosport 2.0 Freestyle 4x4 Mt,52000000,https://carro.mercadolibre.com.co/MCO-1370675627-ford-ecosport-freestyle-20-2014-_JM#position=21&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
21,Chevrolet Sail 1.4 Ltz Sport,34000000,https://carro.mercadolibre.com.co/MCO-2089308754-chevrolet-sail-ltz-sport-14-_JM#position=22&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
22,Mercedes-benz Clase Glk 2.0,76000000,https://carro.mercadolibre.com.co/MCO-1370657425-mercedez-benz-glk-220cdi-4matic-2012-_JM#position=23&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
23,Toyota Hilux 2.8,207000000,https://carro.mercadolibre.com.co/MCO-1371132675-toyota-hilux-28-disel-2020-_JM#position=24&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
24,Mazda 3 2.0 Grand Touring Lx,77500000,https://carro.mercadolibre.com.co/MCO-1370514309-mazda-3-grand-touring-lx-tp-20-_JM#position=25&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
25,Chevrolet Cruze 1.8 Lt,33000000,https://carro.mercadolibre.com.co/MCO-1372622347-chevrolet-cruze-nickel-mt-18-_JM#position=26&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
26,Mercedes-benz Clase Cla 1.6 Limited Plus,71900000,https://carro.mercadolibre.com.co/MCO-1370611799-mercedes-benz-cla-200-2014-_JM#position=27&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
27,Volkswagen Jetta 1.8 Gli,31000000,https://carro.mercadolibre.com.co/MCO-2092495128-volkswagen-jetta-18-gli-2012-_JM#position=28&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
28,Jeep Gladiator 3.6 Rubicon,380000000,https://carro.mercadolibre.com.co/MCO-2089231570-jeep-gladiator-_JM#position=29&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
29,Shineray X30 Van Carga,50000000,https://carro.mercadolibre.com.co/MCO-1370971655-shineray-x30-van-varga-_JM#position=30&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
30,Mercedes-benz 350 2.0,200000000,https://carro.mercadolibre.com.co/MCO-1370637983-mercedes-benz-e-350-amg-line-20-_JM#position=31&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
31,Volkswagen Jetta 2.0 Trendline 4 P,44000000,https://carro.mercadolibre.com.co/MCO-1370631441-volkswagen-jetta-trendline-20-_JM#position=32&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
32,Bmw Serie 5 520i Premiun,132000000,https://carro.mercadolibre.com.co/MCO-1371496055-bmw-520i-2018-_JM#position=33&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
33,Chevrolet Tracker 1.8 Lt Automática 4x2,60000000,https://carro.mercadolibre.com.co/MCO-2089791702-chevrolet-tracker-lt-_JM#position=34&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
34,Mercedes-benz Clase A 1.6 200 At,67500000,https://carro.mercadolibre.com.co/MCO-2089262726-mercedes-benz-clase-a-200-_JM#position=35&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
35,Jeep Cherokee 3.2 Longitude,75000000,https://carro.mercadolibre.com.co/MCO-1370722009-jeep-cherokee-_JM#position=36&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
36,Volkswagen Beetle 2.5 Sport,73500000,https://carro.mercadolibre.com.co/MCO-1371183505-volkswagen-beetle-sport-25-_JM#position=37&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
37,Mazda 2 1.5 Sedan Prime Mt,62000000,https://carro.mercadolibre.com.co/MCO-2089270176-mazda-2-sedan-15-prime-2020-_JM#position=38&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
38,Audi A4 2.0 Tfsi Ambition,79800000,https://carro.mercadolibre.com.co/MCO-1370670939-audi-a4-20-tfsi-ambition-_JM#position=39&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
39,Bmw X3 3.0 Si,46000000,https://carro.mercadolibre.com.co/MCO-2089778890-bmw-x3-si-_JM#position=40&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
40,Jeep Cherokee 3.2 Limited,75900000,https://carro.mercadolibre.com.co/MCO-1370729985-jeep-cherokee-32-limited-_JM#position=41&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
41,Mercedes-benz Clk 3.0,65000000,https://carro.mercadolibre.com.co/MCO-1370976229-mercedes-benz-glk-300-4matic-30-_JM#position=42&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
42,Chevrolet Captiva 1.5,103800000,https://carro.mercadolibre.com.co/MCO-2094560930-chevrolet-captiva-turbo-15-4x2-ltz-_JM#position=43&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
43,Mazda Cx-30 2.0 Grand Touring,130000000,https://carro.mercadolibre.com.co/MCO-2089224892-mazda-cx30-grand-touring-hybrid-20-4x2-_JM#position=44&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
44,Hyundai Accent 1.4 Gls Mt,24700000,https://carro.mercadolibre.com.co/MCO-1370632107-hyundai-accent-vision-gls-14-2008-_JM#position=45&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
45,Ford Explorer 2.3 Limited 4x4,145000000,https://carro.mercadolibre.com.co/MCO-2090204358-ford-explored-limited-ecobos-4wd-23-2019-_JM#position=46&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
46,Chevrolet Rodeo 2.6,30000000,https://carro.mercadolibre.com.co/MCO-1370959171-chevrolet-rodeo-26-1997-_JM#position=47&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
47,Mitsubishi L200 Sportero 3.2 Superlujo,80000000,https://carro.mercadolibre.com.co/MCO-1370654567-mitsubishi-l-200-_JM#position=48&search_layout=grid&type=item&tracking_id=6a49df77-591c-42b4-a897-582ad517f8da
0,Nissan Versa 1.6 Sense,47000000,https://carro.mercadolibre.com.co/MCO-2110475504-nissan-versa-sense-16-_JM#position=1&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
1,Mazda Cx-5 2.5 Touring,103900000,https://carro.mercadolibre.com.co/MCO-2140891184-mazda-cx-5-touring-_JM#position=2&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
2,Volvo Xc60 3.0 T6 Awd,69000000,https://carro.mercadolibre.com.co/MCO-1370933747-volvo-xc60-t6-awd-30-_JM#position=3&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
3,Renault Koleos 2.5 Dynamique,32000000,https://carro.mercadolibre.com.co/MCO-1370681109-renault-koleos-dynamique-_JM#position=4&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
4,Chevrolet Spark Gt Ltz,30900000,https://carro.mercadolibre.com.co/MCO-1373654033-chevrolet-spark-gt-13-ltz-_JM#position=5&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
5,Mercedes-benz 250 2.0,118000000,https://carro.mercadolibre.com.co/MCO-1370693039-mercedes-benz-glc-250-4matic-20-_JM#position=6&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
6,Renault Captur 2.0 Zen Mecánica,62900000,https://carro.mercadolibre.com.co/MCO-1370650263-renault-captur-20-zen-_JM#position=7&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
7,Volkswagen Voyage 1.6 Trendline,39500000,https://carro.mercadolibre.com.co/MCO-2141508986-volkswagen-voyage-trendline-_JM#position=8&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
8,Toyota Hilux 2.5 Imv 4x4,122000000,https://carro.mercadolibre.com.co/MCO-1370682207-toyota-hilux-_JM#position=9&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
9,Renault Sandero 1.6 Life,47000000,https://carro.mercadolibre.com.co/MCO-1379452567-renault-sandero-life-16-_JM#position=10&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
10,Chevrolet Captiva 2.4 Sport 169 Hp,32000000,https://carro.mercadolibre.com.co/MCO-2098135718-chevrolet-captiva-_JM#position=11&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
11,Renault Duster 2.0 Tripadvisor,66500000,https://carro.mercadolibre.com.co/MCO-1370631225-renault-duster-tripadvisor-_JM#position=12&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
12,Chevrolet Sonic 1.6 Lt,40000000,https://carro.mercadolibre.com.co/MCO-1370709959-chevrolet-sonic-lt-2016-_JM#position=13&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
13,Toyota Prado 2.7 Sumo,58000000,https://carro.mercadolibre.com.co/MCO-2102894584-toyota-prado-sumo-27-2006-_JM#position=14&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
14,Bmw X3 2.0  Xdrive 20i,81990000,https://carro.mercadolibre.com.co/MCO-1370704169-bmw-x3-xdrive20d-2014-_JM#position=15&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
15,Bmw X1 2.0  Drive 20i,112900000,https://carro.mercadolibre.com.co/MCO-1370717199-bmw-xdrive20i-2019-_JM#position=16&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
16,Volkswagen Bora 2.0 Gli,42000000,https://carro.mercadolibre.com.co/MCO-1370728333-volkswagen-bora-gli-_JM#position=17&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
17,Bmw Serie 3 2.5 325i E90 Premium,55000000,https://carro.mercadolibre.com.co/MCO-2141024262-bmw-serie-3-25-325i-e-90-premium-_JM#position=18&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
18,Hyundai Excel 1.5 Ls Coupe,15800000,https://carro.mercadolibre.com.co/MCO-1370677205-hyundai-excel-_JM#position=19&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
19,Kia Rio 1.4 Ub Ex,37900000,https://carro.mercadolibre.com.co/MCO-1370695267-kia-rio-_JM#position=20&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
20,Ford Focus Titanium,43000000,https://carro.mercadolibre.com.co/MCO-1379376695-ford-focus-titanium-_JM#position=21&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
21,Chevrolet Spark 1.2 Activ,39900000,https://carro.mercadolibre.com.co/MCO-2090206012-chevrolet-spark-gt-activ-2020-_JM#position=22&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
22,Ford Ecosport 2.0 Mt,54000000,https://carro.mercadolibre.com.co/MCO-1370733781-ford-ecosport-_JM#position=23&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
23,Jeep Compass 2.4 Limited,41000000,https://carro.mercadolibre.com.co/MCO-1370714141-jeep-compass-_JM#position=24&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
24,Toyota Fortuner 2.4,173000000,https://carro.mercadolibre.com.co/MCO-2089309522-toyota-fortuner-_JM#position=25&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
25,Ford Escape 3.0 Xlt,37000000,https://carro.mercadolibre.com.co/MCO-1379449817-ford-escape-xlt-_JM#position=26&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
26,Mitsubishi Montero 3.0 Hard Top V13,45900000,https://carro.mercadolibre.com.co/MCO-1370925987-mitsubishi-montero-hard-top-v-13-30-2005-_JM#position=27&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
27,Honda Hr-v 1.8 Lx,80000000,https://carro.mercadolibre.com.co/MCO-1370727457-honda-hr-v-_JM#position=28&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
28,Honda Wr-v 1.5 Lx,61000000,https://carro.mercadolibre.com.co/MCO-2102465610-honda-wrv-lx-mt-15-_JM#position=29&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
29,Renault Sandero 1.6,44000000,https://carro.mercadolibre.com.co/MCO-2093254140-renault-sandero-life-mt-16-_JM#position=30&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
30,Kia Rio 1.25 Ub Ex Mecánico,55000000,https://carro.mercadolibre.com.co/MCO-2135262246-kia-rio-_JM#position=31&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
31,Renault Koleos 2.5 Zen,115000000,https://carro.mercadolibre.com.co/MCO-1370537281-renault-koleos-25-zen-4x2-_JM#position=32&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
32,Kia Picanto 1.0 Ion,29000000,https://carro.mercadolibre.com.co/MCO-2094584506-kia-picanto-lx-_JM#position=33&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
33,Toyota Prado 3.4 Vx,78000000,https://carro.mercadolibre.com.co/MCO-2097657056-toyota-prado-_JM#position=34&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
34,Nissan Frontier 2.5 Np300 4x4,102700000,https://carro.mercadolibre.com.co/MCO-2141513572-nissan-frontier-np300-_JM#position=35&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
35,Bmw X2 2.0 M35i Xdrive,160000000,https://carro.mercadolibre.com.co/MCO-1378458493-bmw-x2-m35i-xdrive-_JM#position=36&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
36,Chevrolet Trailblazer 3.6 Premier Ltz,140800000,https://carro.mercadolibre.com.co/MCO-1377796887-chevrolet-trailblazer-36-premier-ltz-_JM#position=37&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
37,Mazda 3 2.0 Grand Touring,64900000,https://carro.mercadolibre.com.co/MCO-2130894036-mazda-3-_JM#position=38&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
38,Land Rover Discovery Sport 2.5 Dynamic,320000000,https://carro.mercadolibre.com.co/MCO-2131128740-land-rover-discovery-sport-p290-r-dynamic-s-_JM#position=39&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
39,Nissan X-trail T 31,60000000,https://carro.mercadolibre.com.co/MCO-1377587531-nissan-x-trail-t-31-_JM#position=40&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
40,Nissan March 1.6 Advance,38200000,https://carro.mercadolibre.com.co/MCO-1370549983-nissan-march-advance-16-_JM#position=41&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
41,Mg 3 1.5 Comfort,30000000,https://carro.mercadolibre.com.co/MCO-1378081629-mg-3-15-comfort-_JM#position=42&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
42,Chevrolet D-max 2.5 Estacas,62000000,https://carro.mercadolibre.com.co/MCO-1370539899-chevrolet-d-max-estacas-_JM#position=43&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
43,Toyota Corolla 1.8 Se-g Hybrid,99500000,https://carro.mercadolibre.com.co/MCO-2128321044-toyota-corolla-se-g-_JM#position=44&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
44,Renault Stepway 1.6 Dynamique Automática,49000000,https://carro.mercadolibre.com.co/MCO-1377275243-renault-stepway-dynamique-_JM#position=45&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
45,Land Rover Discovery Sport 2.0 Se Si4,105000000,https://carro.mercadolibre.com.co/MCO-2126324358-land-rover-discovery-sport-20-se-si4-_JM#position=46&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
46,Volkswagen Golf 1.8 Gti,42000000,https://carro.mercadolibre.com.co/MCO-2126258106-volkswagen-golf-gti-mt-18-_JM#position=47&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
47,Chevrolet Sail 1.4 Ls Mecánica,29500000,https://carro.mercadolibre.com.co/MCO-2133549368-chevrolet-sail-_JM#position=48&search_layout=grid&type=item&tracking_id=abde784c-71fc-4aef-bc23-b64511cb6416
0,Toyota Hilux 2.7 Imv 4x4,110000000,https://carro.mercadolibre.com.co/MCO-2099249862-toyota-hilux-imv-27-4x4-_JM#position=1&search_layout=grid&type=item&tracking_id=ba6fcd27-0c5d-4816-aa22-8d6c3f154ad8
